EmpID,Age,AgeGroup,BusinessTravel,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Over18,RelationshipSatisfaction,StandardHours,WorkLifeBalance
RM343,31,26-35,Travel_Rarely,Research & Development,4,Medical,1,462,3,Female,3,3,Manufacturing Director,4,Single,Y,3,80,2
RM370,31,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,493,3,Male,2,1,Research Scientist,2,Single,Y,4,80,3
RM395,31,26-35,Travel_Rarely,Research & Development,2,Medical,1,524,2,Female,3,2,Manufacturing Director,1,Married,Y,2,80,1
RM400,31,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,530,4,Male,2,1,Laboratory Technician,1,Married,Y,3,80,3
RM435,31,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,581,3,Male,3,3,Manufacturing Director,2,Divorced,Y,4,80,4
RM440,31,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,587,1,Male,3,3,Healthcare Representative,3,Married,Y,1,80,3
RM451,31,26-35,Travel_Rarely,Sales,1,Life Sciences,1,604,2,Male,3,2,Sales Executive,4,Single,Y,3,80,4
RM457,31,26-35,Travel_Rarely,Sales,3,Life Sciences,1,613,3,Male,2,3,Manager,4,Divorced,Y,3,80,2
RM483,31,26-35,Travel_Rarely,Sales,4,Medical,1,650,2,Male,3,2,Sales Executive,1,Divorced,Y,3,80,1
RM485,31,26-35,Travel_Rarely,Sales,4,Medical,1,653,1,Male,4,2,Sales Executive,4,Divorced,Y,4,80,4
RM645,31,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,895,4,Male,3,1,Research Scientist,4,Married,Y,2,80,3
RM676,31,26-35,Travel_Rarely,Sales,4,Life Sciences,1,941,2,Male,2,1,Sales Representative,3,Married,Y,2,80,4
RM680,31,26-35,Non-Travel,Sales,2,Marketing,1,947,4,Female,3,2,Sales Executive,3,Married,Y,4,80,2
RM691,31,26-35,Travel_Rarely,Research & Development,3,Medical,1,961,4,Female,3,2,Healthcare Representative,4,Married,Y,3,80,1
RM710,31,26-35,Non-Travel,Research & Development,2,Medical,1,991,3,Male,2,1,Research Scientist,1,Single,Y,1,80,3
RM727,31,26-35,Travel_Frequently,Research & Development,1,Life Sciences,1,1011,3,Female,3,2,Manufacturing Director,1,Married,Y,3,80,3
RM819,31,26-35,Travel_Frequently,Sales,3,Life Sciences,1,1135,3,Male,4,1,Sales Representative,4,Married,Y,1,80,3
RM832,31,26-35,Travel_Frequently,Research & Development,3,Medical,1,1160,3,Male,3,1,Laboratory Technician,3,Married,Y,3,80,2
RM896,31,26-35,Travel_Rarely,Research & Development,2,Medical,1,1251,3,Male,3,2,Healthcare Representative,1,Married,Y,4,80,2
RM897,31,26-35,Travel_Rarely,Research & Development,3,Medical,1,1252,3,Female,2,2,Healthcare Representative,1,Single,Y,2,80,3
RM951,31,26-35,Non-Travel,Sales,4,Life Sciences,1,1324,4,Female,3,3,Sales Executive,3,Divorced,Y,1,80,2
RM953,31,26-35,Travel_Frequently,Sales,3,Life Sciences,1,1331,4,Female,3,1,Sales Representative,2,Single,Y,1,80,4
RM981,31,26-35,Travel_Frequently,Sales,3,Life Sciences,1,1379,3,Female,2,1,Sales Representative,4,Single,Y,3,80,4
RM986,31,26-35,Travel_Rarely,Research & Development,4,Medical,1,1389,4,Male,3,2,Manufacturing Director,3,Married,Y,4,80,2
RM1013,31,26-35,Travel_Frequently,Sales,4,Life Sciences,1,1427,2,Female,1,1,Sales Representative,3,Single,Y,2,80,3
RM1015,31,26-35,Travel_Rarely,Research & Development,5,Life Sciences,1,1430,1,Female,3,4,Research Director,2,Single,Y,3,80,4
RM1017,31,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1433,1,Female,2,1,Research Scientist,2,Single,Y,3,80,4
RM1031,31,26-35,Travel_Rarely,Sales,2,Life Sciences,1,1453,1,Male,3,3,Sales Executive,4,Divorced,Y,1,80,3
RM1034,31,26-35,Travel_Frequently,Research & Development,5,Life Sciences,1,1459,3,Female,4,3,Manufacturing Director,2,Single,Y,1,80,3
RM1036,31,26-35,Travel_Rarely,Human Resources,2,Medical,1,1461,4,Female,4,1,Human Resources,2,Single,Y,4,80,3
RM1037,31,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1464,2,Male,3,1,Laboratory Technician,4,Married,Y,3,80,1
RM1086,31,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1537,4,Female,3,1,Research Scientist,3,Single,Y,1,80,1
RM1145,31,26-35,Travel_Frequently,Sales,4,Other,1,1613,4,Male,3,2,Sales Executive,1,Single,Y,4,80,3
RM1192,31,26-35,Travel_Rarely,Sales,4,Life Sciences,1,1673,1,Female,3,2,Sales Executive,4,Married,Y,1,80,3
RM1228,31,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1721,2,Male,3,1,Laboratory Technician,3,Married,Y,4,80,4
RM1240,31,26-35,Travel_Frequently,Research & Development,1,Technical Degree,1,1736,4,Female,3,2,Manufacturing Director,4,Single,Y,4,80,2
RM1248,31,26-35,Travel_Rarely,Sales,3,Technical Degree,1,1749,1,Male,3,2,Sales Executive,3,Married,Y,3,80,3
RM1258,31,26-35,Travel_Rarely,Sales,4,Marketing,1,1761,1,Male,3,3,Sales Executive,3,Married,Y,1,80,3
RM1275,31,26-35,Travel_Rarely,Sales,4,Marketing,1,1784,1,Female,2,2,Sales Executive,4,Married,Y,1,80,3
RM1307,31,26-35,Travel_Frequently,Sales,4,Marketing,1,1833,1,Female,3,3,Sales Executive,1,Married,Y,4,80,3
RM1313,31,26-35,Travel_Rarely,Human Resources,5,Human Resources,1,1842,4,Male,4,1,Human Resources,1,Married,Y,3,80,3
RM1342,31,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1881,2,Male,3,2,Laboratory Technician,3,Divorced,Y,1,80,3
RM1359,31,26-35,Travel_Rarely,Sales,2,Medical,1,1912,3,Female,3,2,Sales Executive,4,Divorced,Y,4,80,3
RM1361,31,26-35,Travel_Rarely,Research & Development,3,Medical,1,1916,1,Female,4,1,Laboratory Technician,3,Divorced,Y,2,80,2
RM1383,31,26-35,Non-Travel,Research & Development,2,Medical,1,1948,3,Male,3,1,Research Scientist,1,Divorced,Y,4,80,4
RM1390,31,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1956,4,Male,1,2,Research Scientist,1,Married,Y,2,80,3
RM1396,31,26-35,Travel_Frequently,Sales,4,Marketing,1,1967,1,Male,3,2,Sales Executive,4,Married,Y,3,80,3
RM1403,31,26-35,Travel_Rarely,Research & Development,1,Medical,1,1974,4,Female,1,1,Laboratory Technician,4,Divorced,Y,3,80,3
RM1406,31,26-35,Non-Travel,Research & Development,3,Medical,1,1979,3,Female,3,3,Research Director,3,Married,Y,3,80,4
RM1418,31,26-35,Travel_Rarely,Sales,2,Life Sciences,1,1996,1,Male,3,1,Sales Representative,3,Married,Y,3,80,3
RM1464,31,26-35,Non-Travel,Research & Development,3,Medical,1,2057,2,Male,3,2,Manufacturing Director,1,Single,Y,2,80,3
RM1464,31,26-35,Non-Travel,Research & Development,3,Medical,1,2057,2,Male,3,2,Manufacturing Director,1,Single,Y,2,80,3
RM006,32,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,8,4,Male,3,1,Laboratory Technician,4,Single,Y,3,80,2
RM017,32,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,21,1,Male,4,1,Research Scientist,2,Divorced,Y,4,80,2
RM027,32,26-35,Travel_Frequently,Research & Development,1,Life Sciences,1,33,2,Female,1,1,Research Scientist,1,Single,Y,2,80,3
RM061,32,26-35,Travel_Rarely,Research & Development,3,Medical,1,78,1,Male,3,2,Manufacturing Director,4,Married,Y,2,80,3
RM074,32,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,96,2,Male,3,2,Research Scientist,2,Married,Y,2,80,3
RM095,32,26-35,Travel_Rarely,Sales,4,Medical,1,125,2,Male,3,2,Sales Executive,3,Single,Y,1,80,3
RM102,32,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,134,4,Male,3,1,Research Scientist,1,Single,Y,4,80,3
RM141,32,26-35,Travel_Rarely,Research & Development,3,Medical,1,190,1,Female,3,1,Laboratory Technician,1,Single,Y,1,80,4
RM145,32,26-35,Travel_Frequently,Sales,2,Medical,1,195,4,Male,1,2,Sales Executive,4,Divorced,Y,4,80,4
RM155,32,26-35,Travel_Frequently,Sales,3,Marketing,1,207,2,Female,3,3,Sales Executive,4,Single,Y,4,80,3
RM170,32,26-35,Travel_Rarely,Research & Development,5,Life Sciences,1,231,3,Male,3,1,Research Scientist,3,Single,Y,1,80,3
RM211,32,26-35,Travel_Rarely,Sales,4,Medical,1,291,4,Male,1,3,Sales Executive,4,Married,Y,3,80,2
RM239,32,26-35,Travel_Rarely,Sales,2,Life Sciences,1,330,3,Female,3,1,Sales Representative,2,Married,Y,1,80,3
RM240,32,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,331,4,Male,2,1,Laboratory Technician,3,Single,Y,4,80,1
RM242,32,26-35,Non-Travel,Sales,4,Marketing,1,333,3,Male,3,2,Sales Executive,4,Married,Y,1,80,3
RM261,32,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,359,2,Male,4,1,Laboratory Technician,2,Married,Y,3,80,1
RM263,32,26-35,Travel_Rarely,Research & Development,1,Technical Degree,1,362,4,Male,2,2,Laboratory Technician,1,Single,Y,4,80,3
RM307,32,26-35,Travel_Rarely,Sales,3,Life Sciences,1,420,4,Male,2,2,Sales Executive,3,Married,Y,3,80,2
RM320,32,26-35,Travel_Rarely,Sales,2,Technical Degree,1,436,3,Female,2,2,Sales Executive,2,Married,Y,4,80,3
RM323,32,26-35,Travel_Rarely,Research & Development,4,Medical,1,439,1,Female,4,2,Research Scientist,4,Single,Y,3,80,2
RM352,32,26-35,Travel_Rarely,Research & Development,3,Medical,1,471,3,Female,3,1,Laboratory Technician,2,Married,Y,3,80,3
RM470,32,26-35,Non-Travel,Sales,4,Other,1,631,4,Male,4,2,Sales Executive,3,Married,Y,4,80,3
RM501,32,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,679,1,Female,3,2,Research Scientist,4,Married,Y,4,80,2
RM528,32,26-35,Travel_Rarely,Sales,3,Marketing,1,722,4,Male,3,2,Sales Executive,4,Single,Y,4,80,2
RM532,32,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,727,3,Female,3,3,Research Director,4,Single,Y,4,80,3
RM559,32,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,772,1,Male,3,2,Laboratory Technician,4,Married,Y,4,80,3
RM601,32,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,830,3,Female,2,2,Manufacturing Director,3,Married,Y,3,80,3
RM623,32,26-35,Travel_Rarely,Sales,4,Life Sciences,1,859,2,Male,3,2,Sales Executive,4,Divorced,Y,3,80,2
RM627,32,26-35,Travel_Rarely,Research & Development,2,Medical,1,865,3,Female,4,2,Research Scientist,3,Married,Y,3,80,2
RM638,32,26-35,Non-Travel,Research & Development,3,Life Sciences,1,882,4,Male,3,1,Laboratory Technician,4,Divorced,Y,2,80,3
RM642,32,26-35,Travel_Frequently,Sales,2,Life Sciences,1,889,2,Male,3,2,Sales Executive,2,Married,Y,4,80,3
RM657,32,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,911,1,Male,3,1,Laboratory Technician,4,Single,Y,3,80,1
RM683,32,26-35,Non-Travel,Research & Development,3,Life Sciences,1,951,3,Female,2,1,Laboratory Technician,2,Married,Y,3,80,3
RM693,32,26-35,Travel_Rarely,Research & Development,4,Medical,1,966,3,Female,3,2,Manufacturing Director,1,Married,Y,3,80,4
RM757,32,26-35,Non-Travel,Research & Development,4,Medical,1,1046,4,Female,3,1,Laboratory Technician,3,Single,Y,2,80,3
RM851,32,26-35,Non-Travel,Sales,1,Life Sciences,1,1190,3,Female,3,1,Sales Representative,1,Divorced,Y,3,80,3
RM881,32,26-35,Travel_Frequently,Research & Development,3,Other,1,1234,3,Female,2,1,Laboratory Technician,2,Married,Y,3,80,3
RM882,32,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,1235,4,Female,3,2,Research Scientist,3,Single,Y,4,80,3
RM936,32,26-35,Travel_Rarely,Sales,3,Medical,1,1304,3,Male,4,2,Sales Executive,4,Married,Y,3,80,4
RM940,32,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,1309,4,Male,3,2,Laboratory Technician,3,Married,Y,1,80,3
RM992,32,26-35,Travel_Rarely,Sales,1,Marketing,1,1396,3,Male,3,2,Sales Executive,2,Married,Y,1,80,2
RM1027,32,26-35,Travel_Rarely,Sales,5,Marketing,1,1446,4,Male,3,2,Sales Executive,4,Married,Y,3,80,2
RM1076,32,26-35,Travel_Rarely,Research & Development,3,Medical,1,1516,3,Male,3,3,Manager,4,Single,Y,2,80,4
RM1102,32,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,1555,4,Female,2,2,Research Scientist,2,Married,Y,1,80,3
RM1114,32,26-35,Non-Travel,Research & Development,4,Technical Degree,1,1574,4,Male,3,2,Research Scientist,1,Married,Y,2,80,2
RM1140,32,26-35,Travel_Rarely,Research & Development,4,Other,1,1607,2,Female,4,1,Research Scientist,4,Married,Y,4,80,3
RM1191,32,26-35,Travel_Rarely,Research & Development,3,Medical,1,1671,4,Male,3,2,Research Scientist,2,Divorced,Y,3,80,2
RM1206,32,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1692,4,Male,3,1,Laboratory Technician,2,Single,Y,1,80,3
RM1227,32,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,1720,1,Male,3,1,Research Scientist,3,Married,Y,1,80,2
RM1238,32,26-35,Travel_Rarely,Sales,2,Life Sciences,1,1734,1,Male,1,2,Sales Executive,2,Single,Y,2,80,3
RM1242,32,26-35,Travel_Rarely,Sales,3,Life Sciences,1,1739,4,Male,1,3,Sales Executive,3,Married,Y,3,80,1
RM1261,32,26-35,Non-Travel,Research & Development,4,Technical Degree,1,1764,2,Male,3,1,Research Scientist,2,Single,Y,2,80,3
RM1320,32,26-35,Travel_Frequently,Sales,4,Marketing,1,1853,4,Male,3,2,Sales Executive,4,Single,Y,3,80,4
RM1327,32,26-35,Travel_Rarely,Sales,4,Marketing,1,1862,3,Male,2,2,Sales Executive,2,Single,Y,3,80,2
RM1376,32,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,1939,1,Female,4,1,Research Scientist,3,Single,Y,1,80,3
RM1389,32,26-35,Non-Travel,Research & Development,4,Medical,1,1955,3,Female,3,2,Healthcare Representative,4,Divorced,Y,2,80,3
RM1395,32,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1966,4,Male,2,2,Manufacturing Director,4,Single,Y,2,80,3
RM1427,32,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,2010,3,Female,2,1,Laboratory Technician,2,Single,Y,3,80,3
RM1429,32,26-35,Travel_Rarely,Sales,4,Medical,1,2013,2,Male,2,1,Sales Representative,2,Married,Y,2,80,3
RM1432,32,26-35,Travel_Rarely,Sales,4,Marketing,1,2016,3,Female,3,3,Sales Executive,4,Married,Y,3,80,3
RM1450,32,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,2038,4,Male,3,1,Research Scientist,1,Single,Y,4,80,3
RM004,33,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,5,4,Female,3,1,Research Scientist,3,Married,Y,3,80,3
RM031,33,26-35,Travel_Rarely,Research & Development,3,Medical,1,39,3,Male,3,1,Laboratory Technician,4,Single,Y,4,80,3
RM040,33,26-35,Travel_Frequently,Sales,3,Life Sciences,1,52,3,Female,4,2,Sales Executive,1,Married,Y,1,80,3
RM056,33,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,73,1,Female,3,3,Research Director,4,Single,Y,3,80,3
RM122,33,26-35,Non-Travel,Sales,2,Marketing,1,160,3,Male,3,2,Sales Executive,2,Married,Y,1,80,4
RM177,33,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,242,3,Male,3,1,Research Scientist,4,Single,Y,1,80,4
RM186,33,26-35,Travel_Rarely,Research & Development,3,Medical,1,252,4,Female,3,1,Research Scientist,2,Married,Y,4,80,3
RM222,33,26-35,Travel_Rarely,Research & Development,4,Medical,1,305,3,Female,2,1,Research Scientist,2,Married,Y,4,80,3
RM235,33,26-35,Travel_Rarely,Research & Development,3,Medical,1,325,3,Male,3,1,Laboratory Technician,4,Married,Y,3,80,1
RM237,33,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,328,1,Female,3,1,Laboratory Technician,1,Married,Y,1,80,4
RM247,33,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,338,3,Female,2,1,Research Scientist,4,Married,Y,3,80,2
RM314,33,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,428,4,Female,3,3,Manager,2,Married,Y,2,80,3
RM329,33,26-35,Travel_Frequently,Sales,3,Marketing,1,446,2,Male,2,2,Sales Executive,4,Single,Y,3,80,2
RM364,33,26-35,Travel_Rarely,Sales,3,Marketing,1,485,4,Female,3,1,Sales Representative,3,Single,Y,2,80,3
RM436,33,26-35,Travel_Rarely,Research & Development,1,Medical,1,582,2,Male,3,3,Manager,3,Married,Y,4,80,4
RM437,33,26-35,Travel_Rarely,Research & Development,1,Medical,1,584,1,Male,1,1,Laboratory Technician,4,Divorced,Y,1,80,3
RM456,33,26-35,Travel_Rarely,Research & Development,5,Medical,1,612,1,Female,4,4,Research Director,3,Divorced,Y,3,80,3
RM500,33,26-35,Travel_Rarely,Sales,4,Marketing,1,677,3,Male,3,2,Sales Executive,3,Divorced,Y,4,80,3
RM510,33,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,692,3,Male,3,2,Healthcare Representative,4,Divorced,Y,3,80,1
RM515,33,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,702,1,Male,3,1,Research Scientist,1,Single,Y,1,80,3
RM563,33,26-35,Travel_Rarely,Research & Development,4,Other,1,780,4,Male,3,1,Research Scientist,4,Single,Y,3,80,2
RM591,33,26-35,Travel_Rarely,Research & Development,3,Medical,1,817,3,Male,3,3,Research Director,3,Married,Y,4,80,4
RM592,33,26-35,Travel_Rarely,Sales,3,Marketing,1,819,1,Female,3,2,Sales Executive,1,Single,Y,3,80,3
RM620,33,26-35,Travel_Rarely,Sales,3,Medical,1,855,1,Male,4,2,Sales Executive,1,Divorced,Y,1,80,3
RM656,33,26-35,Travel_Rarely,Human Resources,2,Human Resources,1,910,4,Male,3,1,Human Resources,2,Divorced,Y,3,80,4
RM674,33,26-35,Travel_Rarely,Research & Development,4,Other,1,939,3,Male,2,1,Research Scientist,1,Single,Y,2,80,3
RM695,33,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,969,2,Female,2,2,Healthcare Representative,4,Single,Y,1,80,3
RM711,33,26-35,Non-Travel,Sales,3,Life Sciences,1,992,4,Male,3,4,Manager,3,Single,Y,4,80,3
RM713,33,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,995,2,Female,3,1,Research Scientist,4,Single,Y,1,80,3
RM716,33,26-35,Travel_Frequently,Research & Development,4,Other,1,998,3,Female,4,2,Healthcare Representative,2,Married,Y,1,80,3
RM755,33,26-35,Non-Travel,Sales,1,Life Sciences,1,1044,2,Female,2,1,Sales Representative,4,Single,Y,4,80,2
RM791,33,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1099,4,Male,2,3,Healthcare Representative,4,Divorced,Y,3,80,3
RM793,33,26-35,Travel_Frequently,Research & Development,4,Medical,1,1101,1,Female,2,2,Research Scientist,3,Single,Y,2,80,3
RM799,33,26-35,Travel_Rarely,Research & Development,3,Medical,1,1108,1,Male,2,1,Research Scientist,2,Single,Y,2,80,3
RM803,33,26-35,Travel_Frequently,Sales,3,Life Sciences,1,1114,4,Female,3,2,Sales Executive,2,Married,Y,3,80,3
RM830,33,26-35,Travel_Rarely,Sales,4,Marketing,1,1157,1,Female,3,2,Sales Executive,1,Single,Y,1,80,3
RM864,33,26-35,Travel_Rarely,Human Resources,3,Human Resources,1,1207,2,Male,3,1,Human Resources,3,Married,Y,4,80,3
RM873,33,26-35,Travel_Frequently,Sales,3,Medical,1,1220,2,Female,3,2,Sales Executive,3,Married,Y,1,80,2
RM884,33,26-35,Travel_Rarely,Research & Development,3,Medical,1,1238,1,Male,3,1,Research Scientist,4,Married,Y,2,80,3
RM909,33,26-35,Travel_Rarely,Sales,5,Marketing,1,1268,4,Male,4,3,Sales Executive,3,Divorced,Y,4,80,3
RM991,33,26-35,Travel_Frequently,Sales,1,Life Sciences,1,1395,2,Male,3,2,Sales Executive,4,Married,Y,1,80,4
RM1048,33,26-35,Travel_Frequently,Sales,3,Medical,1,1477,4,Male,3,2,Sales Executive,1,Married,Y,1,80,3
RM1067,33,26-35,Travel_Rarely,Research & Development,4,Medical,1,1502,1,Female,2,1,Laboratory Technician,2,Married,Y,4,80,3
RM1075,33,26-35,Travel_Rarely,Research & Development,5,Life Sciences,1,1515,4,Male,3,2,Healthcare Representative,3,Single,Y,1,80,3
RM1092,33,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1545,4,Male,2,2,Manufacturing Director,2,Single,Y,4,80,3
RM1096,33,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1549,2,Male,3,2,Laboratory Technician,3,Married,Y,2,80,3
RM1106,33,26-35,Travel_Rarely,Sales,4,Life Sciences,1,1560,1,Male,3,2,Sales Executive,1,Married,Y,4,80,1
RM1190,33,26-35,Travel_Rarely,Sales,4,Medical,1,1670,4,Male,3,2,Sales Executive,4,Divorced,Y,3,80,3
RM1199,33,26-35,Non-Travel,Sales,3,Life Sciences,1,1681,3,Female,3,2,Sales Executive,4,Divorced,Y,3,80,3
RM1211,33,26-35,Travel_Rarely,Research & Development,3,Medical,1,1698,2,Male,4,1,Laboratory Technician,2,Married,Y,4,80,3
RM1254,33,26-35,Non-Travel,Sales,3,Marketing,1,1756,4,Female,3,2,Sales Executive,2,Single,Y,4,80,2
RM1256,33,26-35,Travel_Rarely,Sales,3,Life Sciences,1,1758,1,Female,3,3,Sales Executive,1,Single,Y,3,80,2
RM1266,33,26-35,Non-Travel,Research & Development,3,Technical Degree,1,1771,4,Male,3,2,Research Scientist,2,Divorced,Y,4,80,2
RM1283,33,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1798,4,Male,4,1,Research Scientist,1,Married,Y,2,80,3
RM1364,33,26-35,Travel_Rarely,Sales,4,Marketing,1,1924,2,Male,3,2,Sales Executive,3,Single,Y,2,80,2
RM1399,33,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,1970,4,Male,3,2,Healthcare Representative,3,Divorced,Y,3,80,3
RM1416,33,26-35,Non-Travel,Research & Development,2,Medical,1,1994,2,Male,2,1,Laboratory Technician,3,Divorced,Y,3,80,2
RM1426,33,26-35,Travel_Rarely,Research & Development,2,Medical,1,2009,2,Female,3,2,Healthcare Representative,4,Married,Y,1,80,3
RM014,34,26-35,TravelRarely,Research & Development,2,Medical,1,18,2,Male,3,1,Laboratory Technician,4,Divorced,Y,3,80,3
RM023,34,26-35,TravelRarely,Research & Development,4,Life Sciences,1,28,1,Female,3,3,Research Director,2,Single,Y,3,80,3
RM025,34,26-35,Travel_Rarely,Research & Development,1,Medical,1,31,2,Male,3,1,Research Scientist,1,Single,Y,3,80,3
RM047,34,26-35,Non-Travel,Sales,4,Marketing,1,60,2,Male,3,2,Sales Executive,3,Single,Y,3,80,3
RM085,34,26-35,Travel_Rarely,Research & Development,2,Medical,1,110,1,Male,3,2,Manufacturing Director,2,Married,Y,3,80,3
RM104,34,26-35,Travel_Rarely,Research & Development,4,Other,1,138,1,Female,3,2,Research Scientist,3,Single,Y,3,80,3
RM112,34,26-35,Travel_Frequently,Research & Development,3,Life Sciences,1,147,1,Male,1,2,Laboratory Technician,3,Single,Y,4,80,3
RM115,34,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,151,3,Female,2,2,Research Scientist,2,Divorced,Y,3,80,3
RM117,34,26-35,Travel_Rarely,Research & Development,3,Medical,1,153,3,Female,2,3,Manager,1,Single,Y,4,80,3
RM160,34,26-35,Travel_Frequently,Sales,4,Marketing,1,216,3,Female,3,1,Sales Representative,3,Married,Y,4,80,3
RM182,34,26-35,Travel_Rarely,Research & Development,2,Medical,1,247,4,Female,3,1,Research Scientist,2,Single,Y,4,80,3
RM189,34,26-35,Travel_Frequently,Research & Development,1,Life Sciences,1,256,4,Male,2,2,Manufacturing Director,3,Married,Y,3,80,2
RM203,34,26-35,Travel_Frequently,Research & Development,4,Medical,1,277,4,Male,3,1,Research Scientist,3,Divorced,Y,4,80,4
RM248,34,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,339,4,Male,2,2,Manufacturing Director,1,Married,Y,2,80,3
RM379,34,26-35,Non-Travel,Sales,3,Marketing,1,502,1,Male,4,2,Sales Executive,4,Single,Y,2,80,2
RM394,34,26-35,Non-Travel,Sales,4,Marketing,1,523,3,Female,3,2,Sales Executive,3,Married,Y,1,80,3
RM416,34,26-35,Travel_Frequently,Sales,2,Marketing,1,555,4,Female,1,1,Sales Representative,3,Divorced,Y,4,80,2
RM433,34,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,579,4,Male,2,1,Research Scientist,3,Divorced,Y,3,80,3
RM441,34,26-35,Travel_Frequently,Human Resources,3,Human Resources,1,590,2,Female,3,3,Human Resources,1,Divorced,Y,3,80,3
RM463,34,26-35,Travel_Rarely,Sales,4,Life Sciences,1,621,4,Male,4,2,Sales Executive,4,Single,Y,4,80,3
RM482,34,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,649,2,Male,2,1,Research Scientist,4,Married,Y,4,80,3
RM495,34,26-35,Travel_Rarely,Sales,3,Technical Degree,1,666,3,Female,3,1,Sales Representative,3,Divorced,Y,4,80,3
RM504,34,26-35,Travel_Rarely,Research & Development,5,Life Sciences,1,683,2,Male,3,1,Research Scientist,4,Married,Y,4,80,2
RM525,34,26-35,Travel_Rarely,Research & Development,3,Medical,1,717,4,Female,2,3,Healthcare Representative,2,Single,Y,2,80,4
RM550,34,26-35,Travel_Rarely,Research & Development,2,Medical,1,757,2,Female,3,2,Healthcare Representative,3,Single,Y,4,80,3
RM561,34,26-35,Travel_Rarely,Research & Development,5,Life Sciences,1,775,2,Female,3,2,Manufacturing Director,1,Divorced,Y,3,80,3
RM568,34,26-35,Travel_Rarely,Sales,3,Other,1,786,4,Male,3,2,Sales Executive,4,Single,Y,3,80,3
RM575,34,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,797,2,Female,4,1,Research Scientist,4,Single,Y,3,80,3
RM580,34,26-35,Travel_Rarely,Research & Development,4,Medical,1,804,3,Female,2,1,Research Scientist,1,Single,Y,3,80,3
RM584,34,26-35,Travel_Rarely,Sales,2,Life Sciences,1,808,3,Female,3,2,Sales Executive,1,Married,Y,2,80,3
RM607,34,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,838,3,Female,2,1,Research Scientist,4,Single,Y,3,80,3
RM614,34,26-35,Travel_Rarely,Human Resources,2,Human Resources,1,847,3,Male,3,1,Human Resources,4,Married,Y,3,80,1
RM672,34,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,934,2,Male,3,1,Laboratory Technician,2,Divorced,Y,2,80,3
RM758,34,26-35,Travel_Rarely,Sales,4,Marketing,1,1047,2,Male,4,2,Sales Executive,4,Divorced,Y,4,80,2
RM764,34,26-35,Travel_Rarely,Sales,4,Life Sciences,1,1055,3,Female,3,1,Sales Representative,3,Married,Y,4,80,3
